CREDENTIAL_TITLE_REPORTED_TO_NSC	CREDENTIAL_LEVEL_CODE	CREDENTIAL_LEVEL_DESC
MASTER OF SCIENCE IN	M	Masters
MASTER OF SCIENCE IN  BUSINESS ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN  CIVIL ENGINEERING	M	Masters
MASTER OF SCIENCE IN  EDUCATION	M	Masters
MASTER OF SCIENCE IN  ENERGY ENGINEERING	M	Masters
MASTER OF SCIENCE IN  ENVIRONMENTAL HEALTH ENGINEERING	M	Masters
MASTER OF SCIENCE IN  GENERAL AGRICULTURE	M	Masters
MASTER OF SCIENCE IN  INDUSTRIAL RELATIONS	M	Masters
MASTER OF SCIENCE IN  MANAGEMENT ENGINEERING	M	Masters
MASTER OF SCIENCE IN  NURSING	M	Masters
MASTER OF SCIENCE IN  PHARMACEUTICAL SCIENCE	M	Masters
MASTER OF SCIENCE IN ACCG	M	Masters
MASTER OF SCIENCE IN ACCOUNT	M	Masters
MASTER OF SCIENCE IN ACCOUNTANCY	M	Masters
MASTER OF SCIENCE IN ACCOUNTING	M	Masters
MASTER OF SCIENCE IN ACCOUNTING & TAXATION	M	Masters
MASTER OF SCIENCE IN ACCOUNTING AND TAXATION	M	Masters
MASTER OF SCIENCE IN ACCOUNTNG	M	Masters
MASTER OF SCIENCE IN ACCOUTING	M	Masters
MASTER OF SCIENCE IN ACCT	M	Masters
MASTER OF SCIENCE IN ACCT.	M	Masters
MASTER OF SCIENCE IN ACOUNTANCY	M	Masters
MASTER OF SCIENCE IN ACOUSTICS	M	Masters
MASTER OF SCIENCE IN ACUPUNCTURE	M	Masters
MASTER OF SCIENCE IN AD	M	Masters
MASTER OF SCIENCE IN ADM	M	Masters
MASTER OF SCIENCE IN ADMIN	M	Masters
MASTER OF SCIENCE IN ADMIN.	M	Masters
MASTER OF SCIENCE IN ADMINIST.	M	Masters
MASTER OF SCIENCE IN ADMINISTARTION	M	Masters
MASTER OF SCIENCE IN ADMINISTR	M	Masters
MASTER OF SCIENCE IN ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN ADMINISTRATION OF JUSTICE	M	Masters
MASTER OF SCIENCE IN ADMINISTRATION SCIENCE	M	Masters
MASTER OF SCIENCE IN ADMINISTRATION: HEALTH SERVICES ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN ADMINISTRATIVE SERVICES (DELETE)	M	Masters
MASTER OF SCIENCE IN ADMINISTRATON	M	Masters
MASTER OF SCIENCE IN ADMINSTRATION	M	Masters
MASTER OF SCIENCE IN ADULT EDUCATION	M	Masters
MASTER OF SCIENCE IN ADVANCED ARCHITECTURAL DESIGN	M	Masters
MASTER OF SCIENCE IN ADVANCED BUSINESS STUDIES	M	Masters
MASTER OF SCIENCE IN ADVANCED CLINICAL PRACTICE	M	Masters
MASTER OF SCIENCE IN ADVANCED OCCUPATIONAL THERAPY	M	Masters
MASTER OF SCIENCE IN ADVANCED PHYSICIAN ASSISTANT STUDIES	M	Masters
MASTER OF SCIENCE IN ADVANCED TECHNOLOGY	M	Masters
MASTER OF SCIENCE IN ADVERSTISING	M	Masters
MASTER OF SCIENCE IN ADVERTISING	M	Masters
MASTER OF SCIENCE IN AERO & ASTRONAUTICAL	M	Masters
MASTER OF SCIENCE IN AERO & ASTRONAUTICS	M	Masters
MASTER OF SCIENCE IN AERONAUTICAL AND ASTRONAUTICAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN AERONAUTICAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN AERONAUTICS	M	Masters
MASTER OF SCIENCE IN AERONAUTICS & ASTRONAUTICS	M	Masters
MASTER OF SCIENCE IN AERONAUTICS AND ASTRONAUTICS	M	Masters
MASTER OF SCIENCE IN AERONAUTICS&ASTRONAUTICS	M	Masters
MASTER OF SCIENCE IN AEROSPACE ENGINEERING	M	Masters
MASTER OF SCIENCE IN AGRICULTURAL & BIOLOGICAL ENGR	M	Masters
MASTER OF SCIENCE IN AGRICULTURAL AND BIOLOGICAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN AGRICULTURAL ECONOMICS	M	Masters
MASTER OF SCIENCE IN AGRICULTURAL EDUCATION	M	Masters
MASTER OF SCIENCE IN AGRICULTURAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN AGRICULTURAL EXTENSION	M	Masters
MASTER OF SCIENCE IN AGRICULTURAL SCIENCE	M	Masters
MASTER OF SCIENCE IN AGRICULTURE	M	Masters
MASTER OF SCIENCE IN AGRICULTURE AND HORTICULTURE	M	Masters
MASTER OF SCIENCE IN AGRICULTURE HORTICULTURE	M	Masters
MASTER OF SCIENCE IN AGRONOMY	M	Masters
MASTER OF SCIENCE IN ALLIED PROFESSIONS	M	Masters
MASTER OF SCIENCE IN ALTERNATIVE ENERGY TECHNOLOGY	M	Masters
MASTER OF SCIENCE IN ANALYTICAL FINANCE	M	Masters
MASTER OF SCIENCE IN ANATOMY	M	Masters
MASTER OF SCIENCE IN ANESTHESIA	M	Masters
MASTER OF SCIENCE IN ANESTHESIOLOGY	M	Masters
MASTER OF SCIENCE IN ANETHESIOLOGY	M	Masters
MASTER OF SCIENCE IN ANIMAL INDUSTRY	M	Masters
MASTER OF SCIENCE IN ANIMAL SCIENCE	M	Masters
MASTER OF SCIENCE IN ANIMAL SCIENCES	M	Masters
MASTER OF SCIENCE IN APPLD GEOSCIEN	M	Masters
MASTER OF SCIENCE IN APPLIED & INDUSTRIAL PHYSICS	M	Masters
MASTER OF SCIENCE IN APPLIED BEHAVIOR ANALYSIS	M	Masters
MASTER OF SCIENCE IN APPLIED BIOSCIENCES	M	Masters
MASTER OF SCIENCE IN APPLIED CHEMISTRY	M	Masters
MASTER OF SCIENCE IN APPLIED ECONOMICS	M	Masters
MASTER OF SCIENCE IN APPLIED HEALTH BEHAVIOR RESEARCH	M	Masters
MASTER OF SCIENCE IN APPLIED HEALTH SCIENCE	M	Masters
MASTER OF SCIENCE IN APPLIED MANAGEMENT	M	Masters
MASTER OF SCIENCE IN APPLIED MATHEMATICS	M	Masters
MASTER OF SCIENCE IN APPLIED PHYSICS	M	Masters
MASTER OF SCIENCE IN APPLIED PSYCHOLOGY	M	Masters
MASTER OF SCIENCE IN APPLIED SCIENCE	M	Masters
MASTER OF SCIENCE IN APPLIED STATISTICS	M	Masters
MASTER OF SCIENCE IN ARCHEITECTURE	M	Masters
MASTER OF SCIENCE IN ARCHITECTURAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN ARCHITECTURAL STUDIES	M	Masters
MASTER OF SCIENCE IN ARCHITECTURE	M	Masters
MASTER OF SCIENCE IN ARCHITECTURE (DESIGN COMPUTING)	M	Masters
MASTER OF SCIENCE IN ARCHITECTURE (HISTORY AND THEORY)	M	Masters
MASTER OF SCIENCE IN ARCHITECTURE AND MARINE ENGINEERING	M	Masters
MASTER OF SCIENCE IN ARCHITECTURE STUDIES	M	Masters
MASTER OF SCIENCE IN ARTS & SCIENCES	M	Masters
MASTER OF SCIENCE IN ATHLETIC ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN ATHLETIC TRAIN	M	Masters
MASTER OF SCIENCE IN ATHLETIC TRAINING	M	Masters
MASTER OF SCIENCE IN ATMOSPHERIC SCIENCE	M	Masters
MASTER OF SCIENCE IN AVIATION	M	Masters
MASTER OF SCIENCE IN BALLET	M	Masters
MASTER OF SCIENCE IN BASIC MEDICAL SCIENCE	M	Masters
MASTER OF SCIENCE IN BASIC MEDICAL SCIENCES	M	Masters
MASTER OF SCIENCE IN BIO AND AGRICULTURAL ENG	M	Masters
MASTER OF SCIENCE IN BIOCHEMICAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN BIOCHEMISTRY	M	Masters
MASTER OF SCIENCE IN BIOENGINEERING	M	Masters
MASTER OF SCIENCE IN BIOINFOMATICS	M	Masters
MASTER OF SCIENCE IN BIOINFORMATICS	M	Masters
MASTER OF SCIENCE IN BIOLOGICAL AND AGRI ENGINEERING	M	Masters
MASTER OF SCIENCE IN BIOLOGICAL AND AGRICULTURAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN BIOLOGICAL SCIENCES	M	Masters
MASTER OF SCIENCE IN BIOLOGICAL SCIENCES AND EDUCATIONAL MEDIA DESIGN	M	Masters
MASTER OF SCIENCE IN BIOLOGY	M	Masters
MASTER OF SCIENCE IN BIOLOGY (ECOLOGY)	M	Masters
MASTER OF SCIENCE IN BIOLOGY (GENETICS)	M	Masters
MASTER OF SCIENCE IN BIOMECHANICS	M	Masters
MASTER OF SCIENCE IN BIOMED EN	M	Masters
MASTER OF SCIENCE IN BIOMEDICAL AND TRANSLATIONAL SCIENCE	M	Masters
MASTER OF SCIENCE IN BIOMEDICAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN BIOMEDICAL REGULATORY AFFAIRS	M	Masters
MASTER OF SCIENCE IN BIOMEDICAL SCIENCE	M	Masters
MASTER OF SCIENCE IN BIOMEDICAL SCIENCES	M	Masters
MASTER OF SCIENCE IN BIOMEDICAL SCIENCES-CLINICAL EMBRYOLOGY	M	Masters
MASTER OF SCIENCE IN BIOMEDICAL SCIENCES-RESEARCH	M	Masters
MASTER OF SCIENCE IN BIOMEDICAL VISUALIZATION	M	Masters
MASTER OF SCIENCE IN BIOMETRY	M	Masters
MASTER OF SCIENCE IN BIOSTATISTICS	M	Masters
MASTER OF SCIENCE IN BIOSYSTEMS & AGRICULTURAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN BIOSYSTEMS AND AGRICULTURAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN BIOTECH	M	Masters
MASTER OF SCIENCE IN BIOTECH.	M	Masters
MASTER OF SCIENCE IN BIOTECHNOLOGY	M	Masters
MASTER OF SCIENCE IN BOTANY	M	Masters
MASTER OF SCIENCE IN BUILDING CONSTRUCTION	M	Masters
MASTER OF SCIENCE IN BUILDING CONSTRUCTION AND FACILITY MANAGEMENT	M	Masters
MASTER OF SCIENCE IN BUS ADMIN	M	Masters
MASTER OF SCIENCE IN BUS ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN BUSINESS	M	Masters
MASTER OF SCIENCE IN BUSINESS ADMIN	M	Masters
MASTER OF SCIENCE IN BUSINESS ADMININSTATION	M	Masters
MASTER OF SCIENCE IN BUSINESS ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN BUSINESS ADMINISTRATION (FINANCE)	M	Masters
MASTER OF SCIENCE IN BUSINESS ADMINISTRATION (INTERNATIONAL BUSINESS)	M	Masters
MASTER OF SCIENCE IN BUSINESS ADMINISTRATION FINANCE	M	Masters
MASTER OF SCIENCE IN BUSINESS ADMINSTRATION	M	Masters
MASTER OF SCIENCE IN BUSINESS EDUCATION	M	Masters
MASTER OF SCIENCE IN BUSINESS INFORMATN TECHNOLOGY	M	Masters
MASTER OF SCIENCE IN BUSINESS MANAGEMENT	M	Masters
MASTER OF SCIENCE IN BUSINESS SCIENCE	M	Masters
"MASTER OF SCIENCE IN BUSINESS, MANAGEMENT AND ADMINISTRATIVE STUDIES"	M	Masters
MASTER OF SCIENCE IN BUSNESS ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN CARDIOVASCULAR SCIENCE	M	Masters
MASTER OF SCIENCE IN CAREER & TECH	M	Masters
MASTER OF SCIENCE IN CAREER & TECH EDUC	M	Masters
MASTER OF SCIENCE IN CAREER & TECH EDUCATION	M	Masters
MASTER OF SCIENCE IN CAREER & TECHNICAL EDUCATION	M	Masters
MASTER OF SCIENCE IN CAREER AND TECHNICAL EDUCATION	M	Masters
"MASTER OF SCIENCE IN CAREER, TECHNICAL AND LEADERSHIP EDUCATION"	M	Masters
"MASTER OF SCIENCE IN CAREER, TECHNICAL,& LEADERSHIP EDUCATION"	M	Masters
MASTER OF SCIENCE IN CELL MOLECULAR BIOLOGY	M	Masters
MASTER OF SCIENCE IN CERAMIC ENGINEERING	M	Masters
MASTER OF SCIENCE IN CHD	M	Masters
MASTER OF SCIENCE IN CHEM	M	Masters
MASTER OF SCIENCE IN CHEMICAL	M	Masters
MASTER OF SCIENCE IN CHEMICAL AND BIOCHEMICAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN CHEMICAL ENG PRAC	M	Masters
MASTER OF SCIENCE IN CHEMICAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN CHEMICAL ENGINEERING & NUCLEAR ENGINEERING	M	Masters
MASTER OF SCIENCE IN CHEMICAL INFORMATICS	M	Masters
MASTER OF SCIENCE IN CHEMISTRY	M	Masters
MASTER OF SCIENCE IN CHEMISTRY (PHYSICAL)	M	Masters
MASTER OF SCIENCE IN CHEMISTRY EDUCATION	M	Masters
MASTER OF SCIENCE IN CHILD AND FAMILY STUDIES	M	Masters
MASTER OF SCIENCE IN CIV ENGR	M	Masters
MASTER OF SCIENCE IN CIVIL & ENVIRONMENTAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN CIVIL AND ENVIRONMENTAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN CIVIL ENG	M	Masters
MASTER OF SCIENCE IN CIVIL ENGINEERING	M	Masters
MASTER OF SCIENCE IN CIVIL ENGNEERING	M	Masters
MASTER OF SCIENCE IN CJ ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN CLINICAL COMMUNITY COUNSELING	M	Masters
MASTER OF SCIENCE IN CLINICAL COUNSELING	M	Masters
MASTER OF SCIENCE IN CLINICAL EPID	M	Masters
MASTER OF SCIENCE IN CLINICAL INVESTIGATION	M	Masters
MASTER OF SCIENCE IN CLINICAL LAB SCIENCE	M	Masters
MASTER OF SCIENCE IN CLINICAL LABORATORY SCIENCE	M	Masters
MASTER OF SCIENCE IN CLINICAL NUTRITION	M	Masters
MASTER OF SCIENCE IN CLINICAL PSYCH	M	Masters
MASTER OF SCIENCE IN CLINICAL PSYCHOLOGY	M	Masters
MASTER OF SCIENCE IN CLINICAL RESEARCH	M	Masters
MASTER OF SCIENCE IN CLINICAL RESEARCH MANAGEMENT	M	Masters
MASTER OF SCIENCE IN CLINICAL SCIENCE	M	Masters
MASTER OF SCIENCE IN COLLEGE TEACHING	M	Masters
MASTER OF SCIENCE IN COMMERCE	M	Masters
MASTER OF SCIENCE IN COMMERCE (RESEARCH)	M	Masters
MASTER OF SCIENCE IN COMMINUCATION	M	Masters
MASTER OF SCIENCE IN COMMUNCATIONS	M	Masters
MASTER OF SCIENCE IN COMMUNICATION	M	Masters
MASTER OF SCIENCE IN COMMUNICATION DISORDERS	M	Masters
MASTER OF SCIENCE IN COMMUNICATION SCIENCE/DISORDERS	M	Masters
MASTER OF SCIENCE IN COMMUNICATION SCIENCES & DISORDERS	M	Masters
MASTER OF SCIENCE IN COMMUNICATION SCIENCES AND DISORDERS	M	Masters
MASTER OF SCIENCE IN COMMUNICATIONS	M	Masters
MASTER OF SCIENCE IN COMMUNICATIVE DISORDERS	M	Masters
MASTER OF SCIENCE IN COMMUNICATIVE DISORDERS (AUDIOLOGY)	M	Masters
MASTER OF SCIENCE IN COMMUNICATIVE DISORDERS - SPEECH AND LANGUAGE PATHOLOGY	M	Masters
MASTER OF SCIENCE IN COMMUNICATIVE DISORDERS-AUDIOLOGY	M	Masters
MASTER OF SCIENCE IN COMMUNITY AND REGIONAL PLANNING	M	Masters
MASTER OF SCIENCE IN COMMUNITY COUN	M	Masters
MASTER OF SCIENCE IN COMMUNITY COUNSELING	M	Masters
MASTER OF SCIENCE IN COMMUNITY HEALTH	M	Masters
MASTER OF SCIENCE IN COMMUNITY MENTAL HEALTH	M	Masters
MASTER OF SCIENCE IN COMMUNITY PSYCHOLOGY	M	Masters
MASTER OF SCIENCE IN COMP SCI	M	Masters
MASTER OF SCIENCE IN COMPUTATIONAL AND APPLIED MATHEMATICS	M	Masters
MASTER OF SCIENCE IN COMPUTATIONAL FINANCE	M	Masters
MASTER OF SCIENCE IN COMPUTATIONAL FINANCE & RISK MANAGEMENT	M	Masters
"MASTER OF SCIENCE IN COMPUTATIONAL SCIENCE, ENGINEERING, AND MATHEMATI"	M	Masters
MASTER OF SCIENCE IN COMPUTER	M	Masters
MASTER OF SCIENCE IN COMPUTER & INFORMATION SCIENCE	M	Masters
MASTER OF SCIENCE IN COMPUTER & INFORMATION SYSTEMS	M	Masters
MASTER OF SCIENCE IN COMPUTER AND INFO SCIENCES	M	Masters
MASTER OF SCIENCE IN COMPUTER AND INFO SYSTEMS	M	Masters
MASTER OF SCIENCE IN COMPUTER AND INFORMATION SCIENCE	M	Masters
MASTER OF SCIENCE IN COMPUTER AND INFORMATION SYSTEMS	M	Masters
MASTER OF SCIENCE IN COMPUTER ENGINEERING	M	Masters
MASTER OF SCIENCE IN COMPUTER INFORMATION	M	Masters
MASTER OF SCIENCE IN COMPUTER INFORMATION SCIENCE	M	Masters
MASTER OF SCIENCE IN COMPUTER INFORMATION SCIENCES	M	Masters
MASTER OF SCIENCE IN COMPUTER INFORMATION SYSTEM	M	Masters
MASTER OF SCIENCE IN COMPUTER INFORMATION SYSTEMS	M	Masters
MASTER OF SCIENCE IN COMPUTER SCEINCE	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIEN	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIENC	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIENCE	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIENCE & ENGINEERING	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIENCE & SOFTWARE ENGINEERING	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIENCE & SYSTEMS	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIENCE (MSCS)	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIENCE AND ENGINEERING	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIENCE AND SYSTEMS	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIENCE EDUCATION	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIENCE INFO TECH	M	Masters
MASTER OF SCIENCE IN COMPUTER SCIENCES	M	Masters
MASTER OF SCIENCE IN COMPUTER SCINECE	M	Masters
MASTER OF SCIENCE IN COMPUTER SERVICE	M	Masters
MASTER OF SCIENCE IN COMPUTER SYSTEMS TECHNOLOGY	M	Masters
MASTER OF SCIENCE IN COMPUTERS	M	Masters
MASTER OF SCIENCE IN COMPUTERS & INFORMATION SCIENCE	M	Masters
MASTER OF SCIENCE IN COMPUTING	M	Masters
MASTER OF SCIENCE IN COMPUTING AND SOFTWARE SYSTEMS	M	Masters
MASTER OF SCIENCE IN COMUTER ENGINEERING	M	Masters
MASTER OF SCIENCE IN CONSERVATION BIOLOGY & SUSTAINABLE DEVELOPMENT	M	Masters
MASTER OF SCIENCE IN CONSTRUCTION MANAGEMENT	M	Masters
MASTER OF SCIENCE IN CONSTRUCTION SCIENCE	M	Masters
MASTER OF SCIENCE IN CONT. ED.	M	Masters
MASTER OF SCIENCE IN CONTINUING EDUCATION	M	Masters
MASTER OF SCIENCE IN CONTINUING EDUCATLION	M	Masters
"MASTER OF SCIENCE IN COORDINATED PROGRAM IN DIETETICS, NUTRITION, AND EXERCISE P"	M	Masters
MASTER OF SCIENCE IN CORPORATE PUBLIC RELATIONS	M	Masters
MASTER OF SCIENCE IN CORRECTIONAL ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN CORRECTIONS	M	Masters
MASTER OF SCIENCE IN COUNESLING AND HUMAN DEVELOPMENT	M	Masters
MASTER OF SCIENCE IN COUNSEL & GUIDANCE	M	Masters
MASTER OF SCIENCE IN COUNSEL & GUIDENCE	M	Masters
MASTER OF SCIENCE IN COUNSELIN	M	Masters
MASTER OF SCIENCE IN COUNSELING	M	Masters
MASTER OF SCIENCE IN COUNSELING & HUMAN DEVELOPMENT	M	Masters
MASTER OF SCIENCE IN COUNSELING & HUMAN RELATIONS	M	Masters
MASTER OF SCIENCE IN COUNSELING & PERSONNEL SERV	M	Masters
MASTER OF SCIENCE IN COUNSELING (AGENCY)	M	Masters
MASTER OF SCIENCE IN COUNSELING (REHABILITATION COUNSELING: DEAFNESS)	M	Masters
MASTER OF SCIENCE IN COUNSELING AND GUIDANCE	M	Masters
MASTER OF SCIENCE IN COUNSELING AND HUM. DEVELOPMENT	M	Masters
MASTER OF SCIENCE IN COUNSELING AND HUMAN DEVELOPMENT	M	Masters
MASTER OF SCIENCE IN COUNSELING AND HUMAN DEVLOPMENT	M	Masters
MASTER OF SCIENCE IN COUNSELING AND HUMAN RELATIONS	M	Masters
MASTER OF SCIENCE IN COUNSELING AND HUMAN SERVICES	M	Masters
MASTER OF SCIENCE IN COUNSELING AND PSYCHOLOGY	M	Masters
MASTER OF SCIENCE IN COUNSELING IN HUMAN DEVELOPMENT	M	Masters
MASTER OF SCIENCE IN COUNSELING PSYCHOLOGY	M	Masters
MASTER OF SCIENCE IN COUNSELING/COMMUNITY COUNSELING	M	Masters
MASTER OF SCIENCE IN COUNSELING/PSY	M	Masters
MASTER OF SCIENCE IN COUNSELLING AND HUMAN RELATIONS	M	Masters
MASTER OF SCIENCE IN COUNSELLING AND HUMAN SERVICES	M	Masters
MASTER OF SCIENCE IN COUNSELOR EDUCATION	M	Masters
MASTER OF SCIENCE IN COUSEL AND GUIDANCE	M	Masters
MASTER OF SCIENCE IN COUSELING AND HUMAN DEVELOPMENT	M	Masters
MASTER OF SCIENCE IN COUSELING PSYCHOLOGY	M	Masters
MASTER OF SCIENCE IN CRIM JUS	M	Masters
MASTER OF SCIENCE IN CRIM JUST	M	Masters
MASTER OF SCIENCE IN CRIME AND JUSTICE STUDIES	M	Masters
MASTER OF SCIENCE IN CRIMINAL JUSTI	M	Masters
MASTER OF SCIENCE IN CRIMINAL JUSTICE	M	Masters
MASTER OF SCIENCE IN CRIMINAL JUSTICE (M.S.C.J.)	M	Masters
MASTER OF SCIENCE IN CRIMINAL JUSTICE ADM	M	Masters
MASTER OF SCIENCE IN CRIMINAL JUSTICE ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN CRIMINAL JUSTICE ADMINSTRATION	M	Masters
MASTER OF SCIENCE IN CRIMINIAL JUSTICE	M	Masters
MASTER OF SCIENCE IN CROP PROTECTION	M	Masters
MASTER OF SCIENCE IN CROP SCIENCE	M	Masters
MASTER OF SCIENCE IN CURRICULUM & INSTRUCTION	M	Masters
MASTER OF SCIENCE IN CURRICULUM AND INSTRUCTION	M	Masters
MASTER OF SCIENCE IN CYTOLOGY & BIOSCIENCES	M	Masters
MASTER OF SCIENCE IN DEAF EDUCATION	M	Masters
MASTER OF SCIENCE IN DENTAL	M	Masters
MASTER OF SCIENCE IN DENTISTRY	M	Masters
MASTER OF SCIENCE IN DENTISTRY  RESEARCH	M	Masters
MASTER OF SCIENCE IN DENTISTRY & CERTIFICATE IN ENDODONTICS	M	Masters
MASTER OF SCIENCE IN DENTISTRY (ORAL MEDICINE)	M	Masters
MASTER OF SCIENCE IN DENTISTRY (ORTHODONTICS)	M	Masters
MASTER OF SCIENCE IN DENTISTRY (PEDIATRIC DENTISTRY)	M	Masters
MASTER OF SCIENCE IN DENTISTRY (PROSTHODONTICS)	M	Masters
MASTER OF SCIENCE IN DENTISTRY (RESEARCH)	M	Masters
MASTER OF SCIENCE IN DERMATOLOGY	M	Masters
MASTER OF SCIENCE IN DESIGN	M	Masters
MASTER OF SCIENCE IN DEVELOPMENTAL PSYCHOL	M	Masters
MASTER OF SCIENCE IN DEVELOPMENTAL PSYCHOLOGY	M	Masters
MASTER OF SCIENCE IN DIAGNOSTIC IMAGING	M	Masters
MASTER OF SCIENCE IN DIAGNOSTIC TEACHING	M	Masters
MASTER OF SCIENCE IN DIETETICS	M	Masters
MASTER OF SCIENCE IN DIETETICS & NUTRITION	M	Masters
MASTER OF SCIENCE IN DIETETICS AND NUTRITION	M	Masters
MASTER OF SCIENCE IN DIRECT MARKETING	M	Masters
MASTER OF SCIENCE IN DRUG REGULATORY AFFAIRS AND HEALTH POLICY	M	Masters
MASTER OF SCIENCE IN DUAL TITLE	M	Masters
MASTER OF SCIENCE IN DUAL TITLE IN DUAL TITLE	M	Masters
MASTER OF SCIENCE IN E-BUSINESS	M	Masters
MASTER OF SCIENCE IN E.BUSINESS	M	Masters
MASTER OF SCIENCE IN EARLY CHILDHOOD EDUCATION	M	Masters
MASTER OF SCIENCE IN EARTH SCIENCES	M	Masters
MASTER OF SCIENCE IN EARTH SYSTEM SCIENCE	M	Masters
MASTER OF SCIENCE IN ECONOMICS	M	Masters
MASTER OF SCIENCE IN ED	M	Masters
MASTER OF SCIENCE IN EDCUATION AND ALLIED PROFESSIONS	M	Masters
MASTER OF SCIENCE IN EDU	M	Masters
MASTER OF SCIENCE IN EDU/B.S.	M	Masters
MASTER OF SCIENCE IN EDUATION	M	Masters
MASTER OF SCIENCE IN EDUC	M	Masters
MASTER OF SCIENCE IN EDUCAITON & ALLIED PROFESSIONS	M	Masters
MASTER OF SCIENCE IN EDUCATIO	M	Masters
MASTER OF SCIENCE IN EDUCATION	M	Masters
MASTER OF SCIENCE IN EDUCATION & ALLIED PROFESSION	M	Masters
MASTER OF SCIENCE IN EDUCATION & ALLIED PROFESSIONS	M	Masters
MASTER OF SCIENCE IN EDUCATION & ALLIED PROFIESSION	M	Masters
MASTER OF SCIENCE IN EDUCATION & HEALTH SCIENCES	M	Masters
MASTER OF SCIENCE IN EDUCATION & PROFESSIONAL DIPLOMA	M	Masters
MASTER OF SCIENCE IN EDUCATION & SOCIAL POLICY	M	Masters
MASTER OF SCIENCE IN EDUCATION (LEARNING DISABILITIES)	M	Masters
MASTER OF SCIENCE IN EDUCATION (MULTIHANDICAPPED)	M	Masters
MASTER OF SCIENCE IN EDUCATION (SECONDARY/ADVANCED MATH)	M	Masters
MASTER OF SCIENCE IN EDUCATION (SPEECH PATHOLOGY AND AUDIOLOGY)	M	Masters
MASTER OF SCIENCE IN EDUCATION (TEACHER PREPARATION: DEAFNESS)	M	Masters
MASTER OF SCIENCE IN EDUCATION (TEACHING DEAF)	M	Masters
MASTER OF SCIENCE IN EDUCATION - ELEMENTARY ; READING SPECIALIZATION	M	Masters
MASTER OF SCIENCE IN EDUCATION - ELEMENTARY EDUCATION	M	Masters
MASTER OF SCIENCE IN EDUCATION - ELEMENTARY SLD SPECIALIZATION	M	Masters
MASTER OF SCIENCE IN EDUCATION - GENERAL	M	Masters
MASTER OF SCIENCE IN EDUCATION AND ALLIED PROF	M	Masters
MASTER OF SCIENCE IN EDUCATION AND ALLIED PROFESSION	M	Masters
MASTER OF SCIENCE IN EDUCATION AND ALLIED PROFESSIONS	M	Masters
MASTER OF SCIENCE IN EDUCATION AND CERTIFICATE OF ADVANCED STUDY	M	Masters
MASTER OF SCIENCE IN EDUCATION AND HUMAN RELATIONS	M	Masters
MASTER OF SCIENCE IN EDUCATION AND SOCIAL POLICY	M	Masters
MASTER OF SCIENCE IN EDUCATION COUNSELING	M	Masters
MASTER OF SCIENCE IN EDUCATION IN ADULT ED & HUMAN DEV	M	Masters
MASTER OF SCIENCE IN EDUCATION IN ADULT ED & HUMAN RES DEV	M	Masters
MASTER OF SCIENCE IN EDUCATION RESEARCH	M	Masters
MASTER OF SCIENCE IN EDUCATION- READING	M	Masters
MASTER OF SCIENCE IN EDUCATION/CERTIFICATE OF ADVANCED STUDIES	M	Masters
MASTER OF SCIENCE IN EDUCATION/SPECIAL EDUCATION	M	Masters
MASTER OF SCIENCE IN EDUCATION: ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN EDUCATIONAL ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN EDUCATIONAL ADMINISTRATION & SUPERVISION	M	Masters
MASTER OF SCIENCE IN EDUCATIONAL LEADERSHIP	M	Masters
MASTER OF SCIENCE IN EDUCATIONAL PSYCHOLOGY	M	Masters
